Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
14 AUG 2026,COMMITTED,ST,COMMITTED CARGO CARE LTD ,Listed    ,14 AUG 2026,              10.00,          11574600,            348.00,     4027960800.00 
14 AUG 2026,COMPINFO,BZ,COMPUAGE INFOCOM LTD     ,Listed    ,14 AUG 2026,               2.00,          85768064,              1.10,       94344870.40  
14 AUG 2026,COMPUSOFT,EQ,COMPUCOM SOFTWARE LTD    ,Listed    ,14 AUG 2026,               2.00,          79125188,             13.10,     1035748710.90 
14 AUG 2026,COMSYN,EQ,COMMERCIAL SYN BAGS LTD  ,Listed    ,14 AUG 2026,              10.00,          40339200,            288.35,    11631001536.00    
14 AUG 2026,CONCOR,EQ,CONTAINER CORP OF IND LTD,Listed    ,14 AUG 2026,               5.00,         761617935,            527.00,   401372651745.00    
14 AUG 2026,CONCORDBIO,EQ,CONCORD BIOTECH LIMITED  ,Listed    ,14 AUG 2026,               1.00,         104616204,           1451.30,   151829496865.20
14 AUG 2026,CONFIPET,EQ,CONFIDENCE PETRO IND LTD.,Listed    ,14 AUG 2026,               1.00,         332241043,             72.00,    23918032685.55  
14 AUG 2026,CONNPLEX,SM,CONNPLEX CINEMAS LIMITED ,Listed    ,14 AUG 2026,              10.00,          19100000,            205.75,     3929825000.00  
14 AUG 2026,CONSOFINVT,BE,CONSO. FIN. & HOLD. LTD. ,Listed    ,14 AUG 2026,              10.00,          32326366,            270.00,     8728118820.00
14 AUG 2026,CONTI,SM,CONTINENTAL SEED CHEM LTD,Listed    ,13 AUG 2026,              10.00,          13942414,             11.60,      161732002.40     
14 AUG 2026,CONTROLPR,EQ,CONTROL PRINT LIMITED    ,Listed    ,14 AUG 2026,              10.00,          15994212,            584.65,     9351016045.80 
14 AUG 2026,COOLCAPS,ST,COOL CAPS INDUSTRIES LTD ,Listed    ,14 AUG 2026,               2.00,         117624370,             20.00,     2352487400.00  
14 AUG 2026,CORALFINAC,EQ,CORAL INDIA FIN & HOUS LT,Listed    ,14 AUG 2026,               2.00,          40302225,             33.05,     1332391558.50
14 AUG 2026,CORDELIA,EQ,WATERWAYS LEISURE TOUR L ,Listed    ,14 AUG 2026,              10.00,          72394543,            837.85,    60655767852.55  
14 AUG 2026,CORDSCABLE,BE,CORDS CABLE INDUS LTD.   ,Listed    ,14 AUG 2026,              10.00,          12927780,            218.50,     2824849207.80
14 AUG 2026,COROMANDEL,EQ,COROMANDEL INTERNTL. LTD ,Listed    ,14 AUG 2026,               1.00,         295014639,           2095.30,   618144173096.70
14 AUG 2026,CORONA,EQ,CORONA REMEDIES LIMITED  ,Listed    ,14 AUG 2026,              10.00,          61160088,           2137.10,   130705224064.80    
14 AUG 2026,COSMOFIRST,EQ,COSMO FIRST LIMITED      ,Listed    ,14 AUG 2026,              10.00,          26249727,            938.35,    24631431330.45
14 AUG 2026,COUNCODOS,BE,COUNTRY CONDO S LIMITED  ,Listed    ,14 AUG 2026,               1.00,          77597300,              6.45,      500502585.00 
14 AUG 2026,CPCAP,EQ,CP CAPITAL LIMITED       ,Listed    ,14 AUG 2026,              10.00,          18192939,            126.55,     2302680289.25     
14 AUG 2026,CPEDU,EQ,CAREER POINT EDUTECH LTD ,Listed    ,14 AUG 2026,              10.00,          18192939,            204.85,     3726641624.75     
14 AUG 2026,CPL,EQ,CAPTAIN POLYPLAST LIMITED,Listed    ,14 AUG 2026,               2.00,          60178790,             68.35,     4113822084.40       
14 AUG 2026,CPPLUS,EQ,ADITYA INFOTECH LIMITED  ,Listed    ,14 AUG 2026,               1.00,         117850485,           3519.00,   414715856715.00    
14 AUG 2026,CPS,SM,C P S SHAPERS LIMITED    ,Listed    ,14 AUG 2026,              10.00,           2278020,           1066.45,     2429394429.00       
14 AUG 2026,CRAFTSMAN,EQ,CRAFTSMAN AUTOMATION LTD ,Listed    ,14 AUG 2026,               5.00,          26154433,          10251.00,   268109092683.00 
14 AUG 2026,CRAMC,EQ,CANARA ROBECO AMC LIMITED,Listed    ,14 AUG 2026,              10.00,         199417428,            256.20,    51090745053.60     
14 AUG 2026,CRAYONS,SM,CRAYONS ADVERTISING LTD  ,Listed    ,13 AUG 2026,              10.00,          24430000,             27.00,      659610000.00   
14 AUG 2026,CREATIVEYE,EQ,CREATIVE EYE LIMITED     ,Listed    ,14 AUG 2026,               5.00,          20058250,              6.20,      124361150.00
14 AUG 2026,CREDITACC,EQ,CREDITACCESS GRAMEEN LTD ,Listed    ,14 AUG 2026,              10.00,         160247885,           1549.40,   248288073019.00 
14 AUG 2026,CREST,EQ,CREST VENTURES LIMITED   ,Listed    ,14 AUG 2026,              10.00,          28449775,            360.80,    10264678820.00     
14 AUG 2026,CRISIL,EQ,CRISIL LTD               ,Listed    ,14 AUG 2026,               1.00,          73130017,           4475.90,   327322643090.30    
14 AUG 2026,CRIZAC,EQ,CRIZAC LIMITED           ,Listed    ,14 AUG 2026,               2.00,         174982500,            179.30,    31377861900.00    
14 AUG 2026,CROMPTON,EQ,CROMPT GREA CON ELEC LTD ,Listed    ,14 AUG 2026,               2.00,         643914875,            248.30,   159884063462.50  
14 AUG 2026,CROWN,EQ,CROWN LIFTERS LIMITED    ,Listed    ,14 AUG 2026,              10.00,          11590000,            107.95,     1251024600.00     
14 AUG 2026,CSBBANK,EQ,CSB BANK LIMITED         ,Listed    ,14 AUG 2026,              10.00,         173485827,            319.80,    55480767474.60   
14 AUG 2026,CSLFINANCE,EQ,CSL FINANCE LIMITED      ,Listed    ,14 AUG 2026,              10.00,          22782621,            219.00,     4989393999.00
14 AUG 2026,CSM,EQ,CSM TECHNOLOGIES LIMITED ,Listed    ,14 AUG 2026,              10.00,          51603472,            100.70,     5196985665.10       
14 AUG 2026,CSSL,SM,CLEAR SECURED SERVICES L ,Listed    ,14 AUG 2026,              10.00,          24047112,             99.50,     2392687644.00      
14 AUG 2026,CTE,EQ,CAMBRIDGE TECH ENTER LTD ,Listed    ,14 AUG 2026,              10.00,          19631015,             38.85,      762272312.45       
14 AUG 2026,CUB,EQ,CITY UNION BANK LTD      ,Listed    ,14 AUG 2026,               1.00,         990787238,            208.65,   206717849336.30       
14 AUG 2026,CUBEINVIT,IV,CUBE HIGHWAYS TRUST      ,Listed    ,14 AUG 2026,             100.00,        1344069762,            159.20,   213962465412.80 
14 AUG 2026,CUBEXTUB,EQ,CUBEX TUBINGS LTD        ,Listed    ,14 AUG 2026,              10.00,          14318975,             82.60,     1182747335.00  
14 AUG 2026,CUDML,ST,CASH UR DRIVE MARKETING L,Listed    ,14 AUG 2026,              10.00,          17645800,            112.00,     1976329600.00     
14 AUG 2026,CUMMINSIND,EQ,CUMMINS INDIA LTD        ,Listed    ,14 AUG 2026,               2.00,         277200000,           5400.00,  1496880000000.00
14 AUG 2026,CUPID,EQ,CUPID LIMITED            ,Listed    ,14 AUG 2026,               1.00,        1344660700,            293.90,   395168886516.00     
14 AUG 2026,CURAA,EQ,CURA TECHNOLOGIES LIMITED,Listed    ,14 AUG 2026,              10.00,           9900000,             71.35,      706365000.00     
14 AUG 2026,CURIS,SM,CURIS LIFESCIENCES LTD   ,Listed    ,13 AUG 2026,              10.00,           8084434,            102.00,      824612268.00     
14 AUG 2026,CURRENT,SM,CURRENT INFRAPROJECTS LTD,Listed    ,13 AUG 2026,              10.00,          19148000,            101.05,     1934905400.00   
14 AUG 2026,CYBERMEDIA,BE,CYBER MEDIA (INDIA) LTD. ,Listed    ,14 AUG 2026,              10.00,          20658392,             16.50,      340656884.10
14 AUG 2026,CYBERTECH,BE,CYBERTECH SYSTEMS & SOFTW,Listed    ,14 AUG 2026,              10.00,          31130593,            133.95,     4169631626.40 
14 AUG 2026,CYIENT,EQ,CYIENT LIMITED           ,Listed    ,14 AUG 2026,               5.00,         111141804,            867.05,    96365501158.20    
14 AUG 2026,CYIENTDLM,EQ,CYIENT DLM LIMITED       ,Listed    ,14 AUG 2026,              10.00,          79364396,            696.65,    55289206473.40 
14 AUG 2026,DABUR,EQ,DABUR INDIA LTD          ,Listed    ,14 AUG 2026,               1.00,        1773952388,            405.25,   718894205237.00     
14 AUG 2026,DAICHI,EQ,DAI-ICHI KARKARIA LTD.   ,Permitted ,14 AUG 2026,              10.00,           7451229,            336.25,     2505475751.25    
14 AUG 2026,DALBHARAT,EQ,DALMIA BHARAT LIMITED    ,Listed    ,14 AUG 2026,               2.00,         187565953,           1842.00,   345496485426.00 
14 AUG 2026,DALMIASUG,EQ,DALMIA BHARAT SUG IN LTD ,Listed    ,14 AUG 2026,               2.00,          80939303,            422.40,    34188761587.20 
14 AUG 2026,DAMCAPITAL,EQ,DAM CAPITAL ADVISORS LTD ,Listed    ,14 AUG 2026,               2.00,          70686000,            145.30,    10272089520.00
14 AUG 2026,DAMODARIND,BE,DAMODAR INDUSTRIES LTD   ,Listed    ,14 AUG 2026,               5.00,          23300000,             27.50,      640750000.00
14 AUG 2026,DANGEE,EQ,DANGEE DUMS LIMITED      ,Listed    ,14 AUG 2026,               1.00,         153975000,              2.95,      454226250.00    
14 AUG 2026,DANISH,SM,DANISH POWER LIMITED     ,Listed    ,14 AUG 2026,              10.00,          19691610,            763.15,    15027652171.50    
14 AUG 2026,DATAMATICS,EQ,DATAMATICS GLOBAL SER LTD,Listed    ,14 AUG 2026,               5.00,          59106389,            866.25,    51200909471.25
14 AUG 2026,DATAPATTNS,EQ,DATA PATTERNS INDIA LTD  ,Listed    ,14 AUG 2026,               2.00,          55983969,           4455.80,   249453369070.20
14 AUG 2026,DAVANGERE,EQ,DAVANGERE SUGAR COMPANY L,Listed    ,14 AUG 2026,               1.00,        1429990798,              3.00,     4304272302.00 
14 AUG 2026,DBCORP,EQ,D.B.CORP LTD             ,Listed    ,14 AUG 2026,              10.00,         178254679,            211.50,    37697299514.90    
14 AUG 2026,DBEIL,BE,DEEPAK BUILDERS & ENG I L,Listed    ,14 AUG 2026,               1.00,         465808600,              7.10,     3311899146.00     
14 AUG 2026,DBL,EQ,DILIP BUILDCON LIMITED   ,Listed    ,14 AUG 2026,              10.00,         162444833,            412.35,    66984126887.55       
14 AUG 2026,DBOL,EQ,DHAMPUR BIO ORGANICS LTD ,Listed    ,14 AUG 2026,              10.00,          66387590,            119.80,     7953233282.00      
14 AUG 2026,DBREALTY,EQ,VALOR ESTATE LIMITED     ,Listed    ,14 AUG 2026,              10.00,         542406761,            111.90,    60700740623.50  
14 AUG 2026,DBSTOCKBRO,BE,DB (INT) STOCK BROKERS   ,Listed    ,14 AUG 2026,               2.00,          35000000,             32.65,     1142050000.00
14 AUG 2026,DCAL,EQ,DISHMAN CARBO AMCIS LTD  ,Listed    ,14 AUG 2026,               2.00,         156783095,            190.65,    29892264892.70      
14 AUG 2026,DCBBANK,EQ,DCB BANK LIMITED         ,Listed    ,14 AUG 2026,              10.00,         322077427,            182.05,    58630974811.10   
14 AUG 2026,DCCL,SM,DAR CREDIT & CAPITAL LTD ,Listed    ,14 AUG 2026,              10.00,          14276000,             46.40,      662406400.00      
14 AUG 2026,DCG,SM,DCG CABLES & WIRES LTD   ,Listed    ,14 AUG 2026,              10.00,          18149600,             54.95,      997320520.00       
14 AUG 2026,DCI,EQ,DC INFOTECH AND COMUN LTD,Listed    ,14 AUG 2026,              10.00,          16400000,            365.10,     5987640000.00       
14 AUG 2026,DCM,BE,DCM LIMITED              ,Listed    ,14 AUG 2026,              10.00,          18677749,             82.65,     1543902732.35       
14 AUG 2026,DCMFINSERV,EQ,DCM FINANCIAL SERVICES LT,Listed    ,14 AUG 2026,              10.00,          18781987,              5.30,       99732350.95
14 AUG 2026,DCMNVL,EQ,DCM NOUVELLE LIMITED     ,Listed    ,14 AUG 2026,              10.00,          18677749,            179.25,     3348360063.25    
14 AUG 2026,DCMSHRIRAM,EQ,DCM SHRIRAM LIMITED      ,Listed    ,14 AUG 2026,               2.00,         155942296,           1024.70,   159794070711.20
14 AUG 2026,DCMSIL,BE,DCM SHRIRAM INTERNATNL L ,Listed    ,14 AUG 2026,               2.00,          86992185,             82.35,     7164676356.60    
14 AUG 2026,DCMSRIND,EQ,DCM SHRIRAM IND LTD      ,Listed    ,14 AUG 2026,               2.00,          86992185,             42.25,     3674549894.40  
14 AUG 2026,DCW,EQ,DCW LTD                  ,Listed    ,14 AUG 2026,               2.00,         295155017,             44.05,    13001578498.85       
14 AUG 2026,DCXINDIA,EQ,DCX SYSTEMS LIMITED      ,Listed    ,14 AUG 2026,               2.00,         111386427,            176.20,    19625174573.15  
14 AUG 2026,DDEVPLSTIK,EQ,DDEV PLASTIKS IND LTD    ,Listed    ,14 AUG 2026,               1.00,         103476664,            276.95,    28657862094.80
14 AUG 2026,DECCANCE,EQ,DECCAN CEMENTS LIMITED   ,Listed    ,14 AUG 2026,               5.00,          14007500,            545.35,     7638990125.00  
14 AUG 2026,DECCANTRAN,SM,DECCAN TRANSCON LEASING L,Listed    ,14 AUG 2026,              10.00,          22723448,             22.00,      499915856.00
14 AUG 2026,DECNGOLD,EQ,DECCAN GOLD MINES LTD.   ,Permitted ,14 AUG 2026,               1.00,         197901715,            225.45,    44618920663.90  
14 AUG 2026,DEEDEV,EQ,DEE DEVELOPMENT ENG LTD  ,Listed    ,14 AUG 2026,              10.00,          69263342,            631.95,    43770968976.90    
14 AUG 2026,DEEM,ST,DEEM ROLL TECH LIMITED   ,Listed    ,13 AUG 2026,              10.00,           8337272,             42.80,      356835241.60      
14 AUG 2026,DEEPAKFERT,EQ,DEEPAK FERTILIZERS & PETR,Listed    ,14 AUG 2026,              10.00,         126237825,           1496.40,   188902281330.00
14 AUG 2026,DEEPAKNTR,EQ,DEEPAK NITRITE LTD       ,Listed    ,14 AUG 2026,               2.00,         136393041,           1723.20,   235032488251.20 
14 AUG 2026,DEEPINDS,EQ,DEEP INDUSTRIES LIMITED  ,Listed    ,14 AUG 2026,               5.00,          64000000,            668.70,    42796800000.00  
14 AUG 2026,DELAPLEX,SM,DELAPLEX LIMITED         ,Listed    ,14 AUG 2026,              10.00,           9110000,             90.00,      819900000.00  
14 AUG 2026,DELHIVERY,EQ,DELHIVERY LIMITED        ,Listed    ,14 AUG 2026,               1.00,         748848124,            459.70,   344245482602.80 
14 AUG 2026,DELPHIFX,BE,DELPHI WORLD MONEY LTD   ,Listed    ,14 AUG 2026,               2.00,         245267775,              6.65,     1633483381.50  
14 AUG 2026,DELTACORP,EQ,DELTA CORP LIMITED       ,Listed    ,14 AUG 2026,               1.00,         267771097,             60.55,    16210862212.40 
14 AUG 2026,DELTAMAGNT,EQ,DELTA MANUFACTURING LTD  ,Listed    ,14 AUG 2026,              10.00,          10851120,             58.50,      634790520.00
14 AUG 2026,DELTIC,SM,DELTA AUTOCORP LIMITED   ,Listed    ,14 AUG 2026,              10.00,          15289698,             34.50,      527494581.00    
14 AUG 2026,DEN,EQ,DEN NETWORKS LTD         ,Listed    ,14 AUG 2026,              10.00,         477223845,             27.50,    13128427975.95       
14 AUG 2026,DENEERS,SM,DE NEERS TOOLS LIMITED   ,Listed    ,14 AUG 2026,              10.00,           8846400,            172.00,     1521580800.00   
14 AUG 2026,DENORA,EQ,DE NORA INDIA LIMITED    ,Listed    ,14 AUG 2026,              10.00,           5308634,            839.80,     4458190833.20    
14 AUG 2026,DENTA,EQ,DENTA WATER N INFRA SOL L,Listed    ,14 AUG 2026,              10.00,          26700000,            295.75,     7896525000.00     
14 AUG 2026,DENTALKART,SM,VASA DENTICITY LIMITED   ,Listed    ,14 AUG 2026,              10.00,          17343549,            407.00,     7058824443.00
14 AUG 2026,DESTINY,SM,DESTINY LOGISTICS & I LTD,Listed    ,11 AUG 2026,              10.00,          22423000,            100.65,     2256874950.00   
14 AUG 2026,DEVIT,EQ,DEV INFO TECHNOLOGY LTD  ,Listed    ,14 AUG 2026,               2.00,          56363714,             26.10,     1470529298.25     
14 AUG 2026,DEVX,EQ,DEV ACCELERATOR LIMITED  ,Listed    ,14 AUG 2026,               2.00,          90187515,             32.85,     2962659867.75      
14 AUG 2026,DEVYANI,EQ,DEVYANI INTERNATIONAL LTD,Listed    ,14 AUG 2026,               1.00,        1232939791,            143.75,   177247424354.15   
14 AUG 2026,DGCONTENT,EQ,DIGICONTENT LIMITED      ,Listed    ,14 AUG 2026,               2.00,          58187078,             24.55,     1429656506.45 
14 AUG 2026,DHAMPURSUG,EQ,DHAMPUR SUGAR MILLS LTD. ,Listed    ,14 AUG 2026,              10.00,          64306509,            160.95,    10348846493.35
14 AUG 2026,DHANBANK,EQ,DHANLAXMI BANK LIMITED   ,Listed    ,14 AUG 2026,              10.00,         394698851,             32.35,    12764560841.35  
14 AUG 2026,DHANLAXMI,SM,DHANLAXMI CROP SCIENCE L ,Listed    ,14 AUG 2026,              10.00,          16328000,             25.50,      416364000.00 
14 AUG 2026,DHANSA,SM,DHANSA LABS LIMITED      ,Listed    ,14 AUG 2026,              10.00,          24946819,             20.10,      501431061.90    
14 AUG 2026,DHANUKA,EQ,DHANUKA AGRITECH LTD     ,Listed    ,14 AUG 2026,               2.00,          45078324,           1009.70,    45515583742.80   
14 AUG 2026,DHARAN,BZ,DHARAN INFRA-EPC LIMITED ,Listed    ,14 AUG 2026,               1.00,        5228758452,              0.15,      836601352.30    
14 AUG 2026,DHARARAIL,ST,DHARA RAIL PROJECTS LTD  ,Listed    ,14 AUG 2026,              10.00,          15084000,            141.30,     2131369200.00 
14 AUG 2026,DHARIWAL,SM,DHARIWALCORP LIMITED     ,Listed    ,14 AUG 2026,               2.00,          94014000,             18.25,     1715755500.00  
14 AUG 2026,DHARMAJ,EQ,DHARMAJ CROP GUARD LTD   ,Listed    ,14 AUG 2026,              10.00,          33797296,            270.15,     9130339514.40   
14 AUG 2026,DHRUV,EQ,DHRUV CONSULTANCY SER LTD,Listed    ,14 AUG 2026,              10.00,          18966569,             23.95,      454628658.95     
14 AUG 2026,DHTL,SM,DOCMODE HEALTH TECH LTD  ,Listed    ,14 AUG 2026,              10.00,           3142800,             33.15,      104183820.00      
14 AUG 2026,DHUNINV,EQ,DHUNSERI INVESTMENTS LTD ,Listed    ,14 AUG 2026,              10.00,           6097178,           1063.50,     6484348803.00   
14 AUG 2026,DIACABS,BE,DIAMOND POWER INFRA LTD  ,Listed    ,14 AUG 2026,               1.00,         526971060,            368.50,   194188835610.00   
14 AUG 2026,DIAMINESQ,EQ,DIAMINES & CHEMICALS LTD ,Listed    ,14 AUG 2026,              10.00,          10053392,            242.05,     2433524067.50 
14 AUG 2026,DIAMONDYD,EQ,PRATAAP SNACKS LIMITED   ,Listed    ,14 AUG 2026,               5.00,          23910527,           1191.40,    28487001867.80 
14 AUG 2026,DICIND,EQ,DIC INDIA LIMITED        ,Listed    ,14 AUG 2026,              10.00,           9178977,            569.25,     5225132657.25    
14 AUG 2026,DIFFNKG,EQ,DIFFUSION ENGINEERS LTD  ,Listed    ,14 AUG 2026,              10.00,          37426259,            391.95,    14669222215.05   
14 AUG 2026,DIGIDRIVE,EQ,DIGIDRIVE DISTRIBUTORS L ,Listed    ,14 AUG 2026,              10.00,          38561898,             17.30,      667120835.40 
14 AUG 2026,DIGIKORE,SM,DIGIKORE STUDIOS LIMITED ,Listed    ,14 AUG 2026,              10.00,          12665600,             41.80,      529422080.00  
14 AUG 2026,DIGISPICE,EQ,DIGISPICE TECHNOLOGIES LT,Listed    ,14 AUG 2026,               3.00,         234671106,             17.05,     4003489068.35 
14 AUG 2026,DIGITIDE,EQ,DIGITIDE SOLUTIONS LTD   ,Listed    ,14 AUG 2026,              10.00,         149110807,            100.10,    14924500672.65  
14 AUG 2026,DIGJAMLMTD,EQ,DIGJAM LTD               ,Listed    ,14 AUG 2026,              10.00,          20000000,             50.40,     1007600000.00
14 AUG 2026,DIRL,SM,DHANUKA INFRA REALTY LTD ,Listed    ,11 AUG 2026,              10.00,           9540040,              9.60,       91584384.00      
14 AUG 2026,DISAQ,EQ,DISA INDIA LTD.          ,Permitted ,14 AUG 2026,              10.00,           1454205,          11661.00,    16957484505.00     
14 AUG 2026,DISHTV,EQ,DISH TV INDIA LTD.       ,Listed    ,14 AUG 2026,               1.00,        1841256054,              2.80,     5192342072.30    
14 AUG 2026,DIVGIITTS,EQ,DIVGI TORQTRANSFER SYST L,Listed    ,14 AUG 2026,               5.00,          30582927,           1301.05,    39789917173.35 
14 AUG 2026,DIVINEHIRA,ST,DIVINE HIRA JEWELLERS LTD,Listed    ,14 AUG 2026,              10.00,          39141300,            110.00,     4305543000.00
14 AUG 2026,DIVISLAB,EQ,DIVI S LABORATORIES LTD  ,Listed    ,14 AUG 2026,               2.00,         265468580,           8477.00,  2250377152660.00  
14 AUG 2026,DIVYADHAN,ST,DIVYADHAN RECYCLING IND L,Listed    ,14 AUG 2026,              10.00,          14306714,             48.00,      686722272.00 
14 AUG 2026,DIXON,EQ,DIXON TECHNO (INDIA) LTD ,Listed    ,14 AUG 2026,               2.00,          61085921,          14130.00,   863144063730.00     
14 AUG 2026,DJML,EQ,DJ MEDIAPRINT & LOG LTD  ,Listed    ,14 AUG 2026,              10.00,          34377851,            106.80,     3670866929.80      
14 AUG 2026,DKEGL,SM,D K ENTERPRISES GLOBAL L ,Listed    ,13 AUG 2026,              10.00,           7508000,             63.55,      477133400.00     
14 AUG 2026,DLF,EQ,DLF LIMITED              ,Listed    ,14 AUG 2026,               2.00,        2475315036,            665.00,  1646084498940.00       
14 AUG 2026,DLINKINDIA,EQ,D-LINK INDIA LTD         ,Listed    ,14 AUG 2026,               2.00,          35504850,            420.45,    14928014182.50
14 AUG 2026,DMART,EQ,AVENUE SUPERMARTS LIMITED,Listed    ,14 AUG 2026,              10.00,         652230157,           4060.00,  2648054437420.00     
14 AUG 2026,DMCC,EQ,DMCC SPECIALITY CHEMICALS,Listed    ,14 AUG 2026,              10.00,          24939933,            294.15,     7336081291.95      
14 AUG 2026,DNAMEDIA,EQ,DILIGENT MEDIA CORP LTD. ,Listed    ,14 AUG 2026,               1.00,         117708018,              2.60,      308395007.15  
14 AUG 2026,DODLA,EQ,DODLA DAIRY LIMITED      ,Listed    ,14 AUG 2026,              10.00,          60327809,           1109.40,    66927671304.60     
14 AUG 2026,DOLATALGO,EQ,DOLAT ALGOTECH LIMITED   ,Listed    ,14 AUG 2026,               1.00,         176000000,             69.40,    12214400000.00 
14 AUG 2026,DOLLAR,EQ,DOLLAR INDUSTRIES LIMITED,Listed    ,14 AUG 2026,               2.00,          56716120,            273.50,    15511858820.00    
14 AUG 2026,DOLLEX,SM,DOLLEX AGROTECH LIMITED  ,Listed    ,14 AUG 2026,              10.00,          39948800,             32.15,     1284353920.00    
14 AUG 2026,DOLPHIN,EQ,DOLPHIN OFF ENT (IND) L  ,Listed    ,14 AUG 2026,               1.00,          40004580,            508.10,    20326327098.00   
14 AUG 2026,DOMS,EQ,DOMS INDUSTRIES LIMITED  ,Listed    ,14 AUG 2026,              10.00,          60688336,           2215.90,   134479283742.40      
14 AUG 2026,DONEAR,EQ,DONEAR IND. LIMITED      ,Listed    ,14 AUG 2026,               2.00,          52000000,             87.30,     4538560000.00    
14 AUG 2026,DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED   ,Listed    ,14 AUG 2026,              10.00,          22827920,           1429.30,    32627946056.00
14 AUG 2026,DPEL,SM,DIVINE POWER ENERGY LTD  ,Listed    ,14 AUG 2026,              10.00,          24965080,            569.40,    14215116552.00      
14 AUG 2026,DPSCLTD,BE,DPSC LIMITED             ,Listed    ,14 AUG 2026,               1.00,         973789640,              7.30,     7128140164.80   
14 AUG 2026,DPWIRES,BE,D P WIRES LIMITED        ,Listed    ,14 AUG 2026,              10.00,          15500444,            162.40,     2517117101.15   
14 AUG 2026,DRAGARWQ,EQ,DR. AGARWAL'S EYE HOSP L ,Permitted ,14 AUG 2026,              10.00,           4832827,           5403.00,    26111764281.00  
14 AUG 2026,DRCSYSTEMS,EQ,DRC SYSTEMS INDIA LIMITED,Listed    ,14 AUG 2026,               1.00,         144081330,             12.80,     1842800210.70
14 AUG 2026,DREAMFOLKS,EQ,DREAMFOLKS SERVICES LTD  ,Listed    ,14 AUG 2026,               2.00,          53269862,             66.70,     3553632494.00
14 AUG 2026,DREDGECORP,EQ,DREDGING CORP OF INDIA   ,Listed    ,14 AUG 2026,              10.00,          28000000,           1166.40,    32659200000.00
14 AUG 2026,DRONE,SM,DRONE DESTINATION LIMITED,Listed    ,14 AUG 2026,              10.00,          24399998,             38.45,      938179923.10     
14 AUG 2026,DRREDDY,EQ,DR. REDDY S LABORATORIES ,Listed    ,14 AUG 2026,               1.00,         834669070,           1200.00,  1001602884000.00   
14 AUG 2026,DRSCARGO,SM,DRS CARGO MOVERS LIMITED ,Listed    ,15 APR 2026,              10.00,           7531201,             21.80,      164180181.80  
14 AUG 2026,DRSDILIP,SM,DRS DILIP ROADLINES LTD. ,Listed    ,05 AUG 2026,              10.00,          15062403,            109.90,     1655358089.70  
14 AUG 2026,DSFCL,BE,DCM SHRIRAM FINE CHEM LTD,Listed    ,14 AUG 2026,               2.00,          86992185,             25.25,     2196552671.25     
14 AUG 2026,DSKULKARNI,BE,DS KULKARNI DEVELOPERS L ,Listed    ,14 AUG 2026,              10.00,          10000000,             13.30,      133000000.00
14 AUG 2026,DSSL,EQ,DYNACONS SYS & SOLN LTD  ,Listed    ,14 AUG 2026,              10.00,          12737080,           1196.40,    15238642512.00      
14 AUG 2026,DTIL,EQ,DHUNSERI TEA & IND. LTD. ,Listed    ,14 AUG 2026,              10.00,          10507427,            135.50,     1423966507.05      
14 AUG 2026,DTL,SM,DIENSTEN TECH LIMITED    ,Listed    ,12 AUG 2026,              10.00,           8260646,            116.00,      958234936.00       
14 AUG 2026,DUCOL,SM,DUCOL ORGS AND COLOURS LT,Listed    ,14 AUG 2026,              10.00,          16293958,            101.05,     1646504455.90     
14 AUG 2026,DUCON,EQ,DUCON INFRATECHNOLOGIES L,Listed    ,14 AUG 2026,               1.00,         324925587,              3.10,     1004020063.85     
14 AUG 2026,DUGLOBAL,SM,DUDIGITAL GLOBAL LIMITED ,Listed    ,14 AUG 2026,               2.00,          71941741,             25.00,     1798543525.00  
14 AUG 2026,DURLAX,SM,DURLAX TOP SURFACE LTD   ,Listed    ,14 AUG 2026,              10.00,          28932198,             67.95,     1965942854.10    
14 AUG 2026,DVL,EQ,DHUNSERI VENTURES LIMITED,Listed    ,14 AUG 2026,              10.00,          35024754,            267.00,     9351259070.45       
14 AUG 2026,DWARKESH,EQ,DWARIKESH SUGAR IND LTD  ,Listed    ,14 AUG 2026,               1.00,         185301470,             42.95,     7958698136.50  
14 AUG 2026,DYCL,EQ,DYNAMIC CABLES LIMITED   ,Listed    ,14 AUG 2026,              10.00,          48458638,            450.20,    21816078827.60      
14 AUG 2026,DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES   ,Listed    ,14 AUG 2026,              10.00,           6791443,          11188.00,    75982664284.00
14 AUG 2026,DYNAMIC,ST,DYNAMIC SRVCS & SEC LTD  ,Listed    ,14 AUG 2026,              10.00,          23518192,            136.00,     3198474112.00   
14 AUG 2026,DYNPRO,EQ,DYNEMIC PRODUCTS LIMITED ,Listed    ,14 AUG 2026,              10.00,          12428387,            231.85,     2881521525.95    
14 AUG 2026,E2E,BE,E2E NETWORKS LIMITED     ,Listed    ,14 AUG 2026,               1.00,         205564890,            666.75,   137060390407.50       
14 AUG 2026,E2ERAIL,ST,E TO E TRANS INFRA LTD   ,Listed    ,14 AUG 2026,              10.00,          17257570,            266.55,     4600005283.50   
14 AUG 2026,EASEMYTRIP,EQ,EASY TRIP PLANNERS LTD   ,Listed    ,14 AUG 2026,               1.00,        3984651865,              6.40,    25501771936.00
